SnapshotID,Region,SnapshotDate,AvgTemperature,SolarRadiation,WindSpeed,RainfallMM
14034,Coastal,2021-06-02,25.7,591.02,5.24,0.21
14035,Coastal,2021-06-03,28.77,674.73,3.0,0.26
14036,Coastal,2021-06-04,24.21,719.52,4.22,0.17
14037,Coastal,2021-06-05,25.08,660.56,1.87,0.22
14038,Coastal,2021-06-06,18.05,631.86,5.74,0.07
14039,Coastal,2021-06-07,23.85,683.72,6.69,0.29
14040,Coastal,2021-06-08,24.87,595.11,4.3,0.57
14041,Coastal,2021-06-09,24.87,724.51,3.01,0.13
14042,Coastal,2021-06-10,23.14,843.61,4.52,0.03
14043,Coastal,2021-06-11,23.31,548.45,2.2,0.19
14044,Coastal,2021-06-12,27.92,690.67,3.45,0.42
14045,Coastal,2021-06-13,23.68,685.88,3.46,0.11
14046,Coastal,2021-06-14,21.45,626.24,3.3,0.03
14047,Coastal,2021-06-15,22.82,682.01,4.4,0.2
14048,Coastal,2021-06-16,22.68,602.49,4.71,0.31
14049,Coastal,2021-06-17,24.43,621.0,4.08,0.29
14050,Coastal,2021-06-18,25.13,570.61,5.4,1.02
14051,Coastal,2021-06-19,21.53,570.23,4.62,0.05
14052,Coastal,2021-06-20,24.67,604.82,3.29,0.49
14053,Coastal,2021-06-21,26.7,582.55,3.86,1.32
14054,Coastal,2021-06-22,25.76,459.98,3.9,0.25
14055,Coastal,2021-06-23,24.72,579.35,3.44,0.23
14056,Coastal,2021-06-24,24.2,513.85,4.78,0.77
14057,Coastal,2021-06-25,22.58,483.88,0.81,0.1
14058,Coastal,2021-06-26,25.88,600.81,4.05,0.57
14059,Coastal,2021-06-27,23.73,443.35,4.47,0.03
14060,Coastal,2021-06-28,21.09,491.22,4.9,0.04
14061,Coastal,2021-06-29,22.23,422.46,5.66,0.0
14062,Coastal,2021-06-30,21.01,470.41,3.79,0.27
14063,Coastal,2021-07-01,21.91,688.85,5.25,0.45
14064,Coastal,2021-07-02,24.44,431.07,4.92,0.04
14065,Coastal,2021-07-03,21.49,474.99,4.4,0.01
14066,Coastal,2021-07-04,20.08,593.3,1.92,0.06
14067,Coastal,2021-07-05,23.58,511.86,5.64,0.43
14068,Coastal,2021-07-06,23.88,460.55,4.15,0.0
14069,Coastal,2021-07-07,19.58,411.07,3.63,0.02
14070,Coastal,2021-07-08,23.94,515.26,2.28,0.01
14071,Coastal,2021-07-09,22.74,430.35,0.36,0.57
14072,Coastal,2021-07-10,19.54,625.13,6.88,0.15
14073,Coastal,2021-07-11,22.91,423.46,4.49,0.46
14074,Coastal,2021-07-12,17.84,576.2,2.38,0.13
14075,Coastal,2021-07-13,19.17,506.15,2.16,0.1
14076,Coastal,2021-07-14,17.78,500.43,3.64,0.11
14077,Coastal,2021-07-15,17.85,413.24,5.27,0.11
14078,Coastal,2021-07-16,21.34,384.15,5.02,0.08
14079,Coastal,2021-07-17,19.44,395.14,5.1,0.33
14080,Coastal,2021-07-18,17.08,494.62,2.76,0.14
14081,Coastal,2021-07-19,17.96,448.0,3.83,0.94
14082,Coastal,2021-07-20,17.65,251.9,4.3,0.15
14083,Coastal,2021-07-21,19.32,293.23,4.04,0.34
14084,Coastal,2021-07-22,23.2,380.67,4.95,0.27
14085,Coastal,2021-07-23,18.91,429.59,6.51,0.1
14086,Coastal,2021-07-24,18.88,363.59,4.48,0.31
14087,Coastal,2021-07-25,21.26,336.97,3.3,0.03
14088,Coastal,2021-07-26,16.94,293.76,2.01,0.05
14089,Coastal,2021-07-27,20.53,440.89,4.47,0.19
14090,Coastal,2021-07-28,16.86,371.19,3.23,0.25
14091,Coastal,2021-07-29,16.84,493.09,4.88,1.03
14092,Coastal,2021-07-30,16.75,250.14,4.8,0.14
14093,Coastal,2021-07-31,17.04,404.93,6.61,0.03
14094,Coastal,2021-08-01,16.76,389.0,4.61,0.09
14095,Coastal,2021-08-02,17.68,408.55,4.99,0.19
14096,Coastal,2021-08-03,15.97,402.56,3.34,0.05
14097,Coastal,2021-08-04,16.88,291.56,2.19,0.2
14098,Coastal,2021-08-05,13.31,313.42,5.97,0.05
14099,Coastal,2021-08-06,17.96,336.98,6.19,0.02
14100,Coastal,2021-08-07,18.52,239.29,3.91,0.08
14101,Coastal,2021-08-08,16.56,397.95,1.52,0.06
14102,Coastal,2021-08-09,17.48,113.41,6.49,0.33
14103,Coastal,2021-08-10,14.18,214.4,6.25,0.13
14104,Coastal,2021-08-11,18.75,169.21,4.31,0.07
14105,Coastal,2021-08-12,15.97,387.56,6.12,0.34
14106,Coastal,2021-08-13,12.25,313.02,4.47,0.06
14107,Coastal,2021-08-14,17.77,249.38,4.88,0.17
14108,Coastal,2021-08-15,16.65,296.03,2.14,0.16
14109,Coastal,2021-08-16,18.84,305.84,6.44,0.71
14110,Coastal,2021-08-17,18.3,181.96,2.0,0.06
14111,Coastal,2021-08-18,17.54,289.31,7.24,0.03
14112,Coastal,2021-08-19,15.69,385.3,7.42,0.06
14113,Coastal,2021-08-20,16.06,396.03,0.88,0.17
14114,Coastal,2021-08-21,12.36,335.8,7.07,0.05
14115,Coastal,2021-08-22,13.86,284.97,4.4,0.42
14116,Coastal,2021-08-23,20.28,335.11,5.42,0.21
14117,Coastal,2021-08-24,10.75,314.51,2.7,0.02
14118,Coastal,2021-08-25,14.73,165.12,4.36,0.58
14119,Coastal,2021-08-26,13.93,179.0,3.1,0.15
14120,Coastal,2021-08-27,15.62,299.99,3.72,0.13
14121,Coastal,2021-08-28,14.22,192.94,6.76,0.09
14122,Coastal,2021-08-29,16.16,161.68,6.46,0.06
14123,Coastal,2021-08-30,13.67,344.21,6.22,0.66
14124,Coastal,2021-08-31,15.1,243.51,4.21,0.13
14125,Coastal,2021-09-01,14.2,230.8,4.01,0.01
14126,Coastal,2021-09-02,12.81,137.35,2.61,0.38
14127,Coastal,2021-09-03,12.44,195.35,6.13,0.34
14128,Coastal,2021-09-04,15.79,201.52,8.05,0.12
14129,Coastal,2021-09-05,14.41,154.41,7.36,0.41
14130,Coastal,2021-09-06,15.09,127.49,5.25,0.14
14131,Coastal,2021-09-07,15.54,362.55,5.98,0.05
14132,Coastal,2021-09-08,11.93,333.53,5.64,0.0
14133,Coastal,2021-09-09,12.36,210.54,6.66,0.09
14134,Coastal,2021-09-10,12.16,110.96,7.95,0.0
14135,Coastal,2021-09-11,14.85,77.46,4.51,0.01
14136,Coastal,2021-09-12,12.92,177.77,4.6,0.01
14137,Coastal,2021-09-13,13.05,32.1,5.0,0.42
14138,Coastal,2021-09-14,10.53,174.74,5.42,0.16
14139,Coastal,2021-09-15,14.24,47.91,6.59,0.06
14140,Coastal,2021-09-16,14.26,200.82,5.43,0.67
14141,Coastal,2021-09-17,13.63,222.91,4.28,0.15
14142,Coastal,2021-09-18,12.8,191.17,4.34,0.03
14143,Coastal,2021-09-19,14.53,378.86,3.87,0.48
14144,Coastal,2021-09-20,12.31,187.71,5.51,0.05
14145,Coastal,2021-09-21,15.22,341.82,7.25,2.86
14146,Coastal,2021-09-22,13.79,226.37,6.36,0.06
14147,Coastal,2021-09-23,9.81,363.04,6.61,0.0
14148,Coastal,2021-09-24,12.05,61.02,4.18,0.71
14149,Coastal,2021-09-25,12.95,114.4,4.08,0.13
14150,Coastal,2021-09-26,10.9,177.67,6.14,0.42
14151,Coastal,2021-09-27,14.44,328.59,7.77,0.27
14152,Coastal,2021-09-28,8.32,181.01,7.21,0.04
14153,Coastal,2021-09-29,13.88,145.61,4.96,0.37
14154,Coastal,2021-09-30,13.65,248.54,9.45,0.01
14155,Coastal,2021-10-01,8.3,272.54,3.0,0.14
14156,Coastal,2021-10-02,12.49,138.85,6.12,0.06
14157,Coastal,2021-10-03,11.42,145.38,6.27,0.09
14158,Coastal,2021-10-04,15.13,336.4,5.83,0.28
14159,Coastal,2021-10-05,10.64,301.13,6.97,0.23
14160,Coastal,2021-10-06,13.93,323.05,5.91,0.12
14161,Coastal,2021-10-07,14.35,277.59,4.01,0.01
14162,Coastal,2021-10-08,11.59,134.73,6.15,0.01
14163,Coastal,2021-10-09,14.99,201.16,6.56,0.24
14164,Coastal,2021-10-10,11.6,119.74,7.72,0.59
14165,Coastal,2021-10-11,15.12,283.67,8.51,0.38
14166,Coastal,2021-10-12,17.7,163.17,5.14,0.03
14167,Coastal,2021-10-13,14.39,70.83,8.96,0.03
14168,Coastal,2021-10-14,13.79,218.07,5.84,0.19
14169,Coastal,2021-10-15,11.67,300.3,5.75,1.07
14170,Coastal,2021-10-16,16.37,101.49,5.94,0.19
14171,Coastal,2021-10-17,14.48,203.13,3.66,0.43
14172,Coastal,2021-10-18,11.84,170.32,5.98,0.26
14173,Coastal,2021-10-19,15.81,295.61,8.62,0.04
14174,Coastal,2021-10-20,13.09,54.28,7.4,0.49
14175,Coastal,2021-10-21,14.29,310.65,7.06,0.26
14176,Coastal,2021-10-22,12.17,165.33,7.27,0.25
14177,Coastal,2021-10-23,11.18,210.91,8.67,0.08
14178,Coastal,2021-10-24,11.36,294.45,5.49,0.2
14179,Coastal,2021-10-25,12.44,346.21,8.2,0.26
14180,Coastal,2021-10-26,14.3,234.22,6.97,0.18
14181,Coastal,2021-10-27,12.75,174.41,5.73,0.27
14182,Coastal,2021-10-28,11.85,192.26,7.63,0.18
14183,Coastal,2021-10-29,11.61,330.52,7.09,0.8
14184,Coastal,2021-10-30,16.13,169.03,5.78,0.14
14185,Coastal,2021-10-31,13.44,268.68,5.42,0.0
14186,Coastal,2021-11-01,9.86,245.65,6.4,0.04
14187,Coastal,2021-11-02,13.85,308.56,6.32,0.67
14188,Coastal,2021-11-03,13.13,253.38,8.94,0.13
14189,Coastal,2021-11-04,14.46,218.85,6.82,0.03
14190,Coastal,2021-11-05,13.02,216.21,6.61,0.03
14191,Coastal,2021-11-06,16.83,217.77,8.89,0.01
14192,Coastal,2021-11-07,14.05,152.36,9.25,0.05
14193,Coastal,2021-11-08,14.05,306.4,6.0,0.86
14194,Coastal,2021-11-09,13.94,285.97,5.41,0.08
14195,Coastal,2021-11-10,15.64,155.22,8.08,0.06
14196,Coastal,2021-11-11,15.59,243.46,7.02,0.22
14197,Coastal,2021-11-12,14.13,257.33,6.54,0.22
14198,Coastal,2021-11-13,15.08,236.07,8.94,3.44
14199,Coastal,2021-11-14,14.65,276.91,7.01,0.26
14200,Coastal,2021-11-15,16.98,281.61,10.31,0.02
14201,Coastal,2021-11-16,12.82,365.43,7.52,0.85
14202,Coastal,2021-11-17,14.85,297.29,7.72,0.28
14203,Coastal,2021-11-18,15.26,349.0,10.86,0.06
14204,Coastal,2021-11-19,18.57,194.14,7.99,0.06
14205,Coastal,2021-11-20,18.27,224.45,6.48,0.64
14206,Coastal,2021-11-21,16.83,203.48,6.04,0.04
14207,Coastal,2021-11-22,14.2,285.8,6.89,0.05
14208,Coastal,2021-11-23,16.44,326.03,7.96,0.44
14209,Coastal,2021-11-24,20.22,459.18,8.99,0.23
14210,Coastal,2021-11-25,16.31,263.62,5.39,0.11
14211,Coastal,2021-11-26,17.0,402.21,7.67,0.07
14212,Coastal,2021-11-27,17.26,272.01,9.6,0.06
14213,Coastal,2021-11-28,15.34,344.89,8.1,0.03
14214,Coastal,2021-11-29,15.57,335.22,9.76,0.16
14215,Coastal,2021-11-30,15.71,277.96,5.48,0.06
14216,Coastal,2021-12-01,16.89,288.73,7.42,0.08
14217,Coastal,2021-12-02,18.52,488.73,7.95,0.0
14218,Coastal,2021-12-03,18.13,322.87,8.62,0.15
14219,Coastal,2021-12-04,18.96,450.06,6.53,0.24
14220,Coastal,2021-12-05,22.42,429.14,8.44,0.52
14221,Coastal,2021-12-06,23.45,330.67,8.57,0.22
14222,Coastal,2021-12-07,18.6,384.03,7.74,0.5
14223,Coastal,2021-12-08,20.42,398.74,8.56,0.09
14224,Coastal,2021-12-09,20.05,432.85,8.35,0.32
14225,Coastal,2021-12-10,21.05,366.34,6.9,0.45
14226,Coastal,2021-12-11,21.14,283.08,7.66,0.65
14227,Coastal,2021-12-12,18.17,352.49,6.03,0.08
14228,Coastal,2021-12-13,23.35,506.7,5.67,0.06
14229,Coastal,2021-12-14,22.61,415.9,8.31,0.12
14230,Coastal,2021-12-15,21.65,389.73,5.09,0.16
14231,Coastal,2021-12-16,21.26,310.39,7.58,0.23
14232,Coastal,2021-12-17,20.85,532.39,8.57,0.24
14233,Coastal,2021-12-18,20.63,421.89,7.98,0.02
14234,Coastal,2021-12-19,21.96,530.53,11.24,0.19
14235,Coastal,2021-12-20,21.07,503.2,8.61,0.04
14236,Coastal,2021-12-21,21.48,517.33,7.57,0.25
14237,Coastal,2021-12-22,20.95,591.57,8.89,3.75
14238,Coastal,2021-12-23,20.8,473.61,6.02,0.29
14239,Coastal,2021-12-24,25.07,458.39,9.49,0.24
14240,Coastal,2021-12-25,21.83,599.32,7.24,0.08
14241,Coastal,2021-12-26,21.01,546.08,9.66,0.04
14242,Coastal,2021-12-27,22.34,428.13,8.6,0.09
14243,Coastal,2021-12-28,19.76,573.14,8.94,0.54
14244,Coastal,2021-12-29,24.23,616.04,7.17,0.08
14245,Coastal,2021-12-30,22.55,316.0,6.28,0.34
14246,Coastal,2021-12-31,22.04,405.6,6.26,0.02
14247,Coastal,2022-01-01,22.01,445.52,5.43,0.22
14248,Coastal,2022-01-02,19.88,573.33,7.42,1.51
14249,Coastal,2022-01-03,26.86,583.75,7.11,0.16
14250,Coastal,2022-01-04,23.78,567.35,9.51,0.29
14251,Coastal,2022-01-05,27.18,601.04,6.44,0.26
14252,Coastal,2022-01-06,23.22,447.41,11.28,0.13
14253,Coastal,2022-01-07,24.82,444.7,6.48,0.4
14254,Coastal,2022-01-08,25.55,646.54,6.61,0.08
14255,Coastal,2022-01-09,25.23,559.69,5.75,0.55
14256,Coastal,2022-01-10,23.52,653.16,7.98,0.16
14257,Coastal,2022-01-11,21.05,505.64,7.47,0.03
14258,Coastal,2022-01-12,29.27,482.09,7.79,0.14
14259,Coastal,2022-01-13,23.46,469.93,8.55,0.08
14260,Coastal,2022-01-14,30.17,640.69,9.41,0.3
14261,Coastal,2022-01-15,24.05,672.15,6.17,0.17
14262,Coastal,2022-01-16,28.18,629.89,7.94,0.4
14263,Coastal,2022-01-17,26.76,552.81,9.19,0.39
14264,Coastal,2022-01-18,27.01,647.35,6.25,0.11
14265,Coastal,2022-01-19,24.66,650.03,12.03,0.11
14266,Coastal,2022-01-20,25.26,444.08,11.38,0.8
14267,Coastal,2022-01-21,25.45,582.88,7.75,0.08
14268,Coastal,2022-01-22,26.68,638.05,6.19,0.14
14269,Coastal,2022-01-23,26.12,709.09,6.36,0.42
14270,Coastal,2022-01-24,25.63,618.35,8.17,0.5
14271,Coastal,2022-01-25,24.97,641.76,8.76,0.05
14272,Coastal,2022-01-26,25.32,629.08,5.02,0.43
14273,Coastal,2022-01-27,27.97,660.29,6.35,0.14
14274,Coastal,2022-01-28,25.65,534.12,7.97,0.01
14275,Coastal,2022-01-29,25.01,599.7,5.63,0.16
14276,Coastal,2022-01-30,27.64,474.09,7.28,0.38
14277,Coastal,2022-01-31,23.14,621.67,8.35,0.1
14278,Coastal,2022-02-01,27.64,701.06,7.44,0.16
14279,Coastal,2022-02-02,27.95,602.37,6.57,0.03
14280,Coastal,2022-02-03,29.06,649.89,7.78,0.37
14281,Coastal,2022-02-04,28.76,705.5,8.39,0.11
14282,Coastal,2022-02-05,25.66,896.22,6.23,0.02
14283,Coastal,2022-02-06,27.98,676.01,8.1,0.54
14284,Coastal,2022-02-07,29.8,744.15,8.05,0.41
14285,Coastal,2022-02-08,29.46,675.68,8.32,0.17
14286,Coastal,2022-02-09,27.19,723.07,7.92,0.02
14287,Coastal,2022-02-10,29.72,696.22,7.69,0.16
14288,Coastal,2022-02-11,30.85,668.57,7.24,0.51
14289,Coastal,2022-02-12,27.19,689.91,7.0,0.19
14290,Coastal,2022-02-13,25.34,809.61,8.51,0.04
14291,Coastal,2022-02-14,32.94,736.63,7.26,0.47
14292,Coastal,2022-02-15,30.14,621.33,8.18,0.4
14293,Coastal,2022-02-16,28.71,686.69,8.13,0.16
14294,Coastal,2022-02-17,28.76,652.74,5.92,0.38
14295,Coastal,2022-02-18,30.15,801.69,6.83,0.01
14296,Coastal,2022-02-19,32.05,670.07,7.2,0.12
14297,Coastal,2022-02-20,27.05,803.04,7.39,0.2
14298,Coastal,2022-02-21,29.38,815.41,7.87,0.36
14299,Coastal,2022-02-22,33.59,751.95,7.46,0.71
14300,Coastal,2022-02-23,32.04,787.02,7.23,0.53
14301,Coastal,2022-02-24,31.96,706.33,6.49,0.14
14302,Coastal,2022-02-25,31.4,817.28,8.7,0.14
14303,Coastal,2022-02-26,31.3,653.0,7.6,0.48
14304,Coastal,2022-02-27,29.83,717.93,6.89,0.26
14305,Coastal,2022-02-28,29.74,733.02,6.44,0.02
14306,Coastal,2022-03-01,32.56,839.16,7.41,0.14
14307,Coastal,2022-03-02,29.95,899.19,7.01,0.61
14308,Coastal,2022-03-03,31.68,728.82,4.65,0.09
14309,Coastal,2022-03-04,31.49,759.86,5.42,0.04
14310,Coastal,2022-03-05,35.65,675.4,8.83,0.27
14311,Coastal,2022-03-06,31.02,765.45,7.4,0.42
14312,Coastal,2022-03-07,33.75,862.36,5.85,0.05
14313,Coastal,2022-03-08,32.9,632.63,6.22,0.06
14314,Coastal,2022-03-09,31.31,779.74,5.45,0.46
14315,Coastal,2022-03-10,29.12,837.59,5.93,0.0
14316,Coastal,2022-03-11,31.56,786.52,8.22,2.39
14317,Coastal,2022-03-12,33.53,768.53,6.38,0.01
14318,Coastal,2022-03-13,29.33,855.44,7.87,0.02
14319,Coastal,2022-03-14,33.5,722.17,9.03,0.4
14320,Coastal,2022-03-15,34.57,725.98,5.96,0.06
14321,Coastal,2022-03-16,32.12,642.02,4.58,0.05
14322,Coastal,2022-03-17,33.8,817.05,7.14,0.37
14323,Coastal,2022-03-18,32.29,809.92,5.22,0.16
14324,Coastal,2022-03-19,33.19,747.48,6.42,0.09
14325,Coastal,2022-03-20,35.07,722.9,6.64,0.25
14326,Coastal,2022-03-21,29.01,791.55,9.14,0.33
14327,Coastal,2022-03-22,30.61,803.9,6.8,0.4
14328,Coastal,2022-03-23,34.67,701.18,5.6,0.03
14329,Coastal,2022-03-24,35.06,641.99,7.19,0.17
14330,Coastal,2022-03-25,29.4,660.23,7.44,0.23
14331,Coastal,2022-03-26,35.35,682.49,7.99,0.02
14332,Coastal,2022-03-27,27.1,702.75,4.76,0.94
14333,Coastal,2022-03-28,33.51,792.81,8.05,0.01
14334,Coastal,2022-03-29,32.7,806.57,9.51,0.08
14335,Coastal,2022-03-30,30.8,786.49,7.95,0.04
14336,Coastal,2022-03-31,30.93,828.7,8.18,0.16
14337,Coastal,2022-04-01,31.0,832.04,5.32,0.04
14338,Coastal,2022-04-02,31.86,826.26,8.47,0.31
14339,Coastal,2022-04-03,36.23,806.79,5.19,0.03
14340,Coastal,2022-04-04,33.9,714.86,5.81,0.28
14341,Coastal,2022-04-05,35.11,692.19,5.14,0.1
14342,Coastal,2022-04-06,31.58,753.57,4.93,0.12
14343,Coastal,2022-04-07,32.66,888.81,5.76,0.24
14344,Coastal,2022-04-08,30.04,984.87,4.0,0.04
14345,Coastal,2022-04-09,31.6,841.18,4.67,0.28
14346,Coastal,2022-04-10,31.03,824.42,4.21,0.61
14347,Coastal,2022-04-11,33.08,880.24,7.93,0.09
14348,Coastal,2022-04-12,30.65,914.93,8.03,0.0
14349,Coastal,2022-04-13,30.36,719.03,9.38,0.13
14350,Coastal,2022-04-14,32.78,1023.88,5.43,0.47
14351,Coastal,2022-04-15,31.84,917.41,5.54,0.22
14352,Coastal,2022-04-16,30.5,679.72,6.62,0.24
14353,Coastal,2022-04-17,30.16,707.74,3.52,0.31
14354,Coastal,2022-04-18,30.41,1011.46,3.93,0.48
14355,Coastal,2022-04-19,33.38,867.45,2.97,0.03
14356,Coastal,2022-04-20,32.53,735.05,6.59,0.18
14357,Coastal,2022-04-21,30.13,787.4,4.01,0.44
14358,Coastal,2022-04-22,30.15,839.55,6.77,0.3
14359,Coastal,2022-04-23,29.22,848.38,4.54,0.06
14360,Coastal,2022-04-24,30.66,884.74,5.21,0.42
14361,Coastal,2022-04-25,31.62,792.56,4.92,0.07
14362,Coastal,2022-04-26,29.55,793.44,5.43,0.11
14363,Coastal,2022-04-27,35.6,739.65,4.38,0.04
14364,Coastal,2022-04-28,32.4,692.1,6.64,0.43
14365,Coastal,2022-04-29,31.01,686.0,4.8,0.02
14366,Coastal,2022-04-30,31.16,750.01,5.57,1.03
14367,Coastal,2022-05-01,28.12,786.48,5.15,0.08
14368,Coastal,2022-05-02,28.42,639.87,3.44,0.25
14369,Coastal,2022-05-03,33.37,917.28,6.96,0.03
14370,Coastal,2022-05-04,33.9,695.13,3.92,0.13
14371,Coastal,2022-05-05,26.1,679.33,6.09,0.04
14372,Coastal,2022-05-06,31.38,742.7,5.94,0.42
14373,Coastal,2022-05-07,33.1,552.35,2.57,0.12
14374,Coastal,2022-05-08,29.55,767.79,4.52,0.27
14375,Coastal,2022-05-09,33.17,656.48,5.63,2.25
14376,Coastal,2022-05-10,31.55,578.7,4.3,0.01
14377,Coastal,2022-05-11,30.81,740.64,4.52,0.14
14378,Coastal,2022-05-12,29.31,737.17,5.01,0.21
14379,Coastal,2022-05-13,29.87,877.99,4.09,0.01
14380,Coastal,2022-05-14,28.67,733.24,5.17,0.19
14381,Coastal,2022-05-15,30.04,729.08,4.67,0.02
14382,Coastal,2022-05-16,29.83,714.98,4.29,0.14
14383,Coastal,2022-05-17,28.34,501.71,3.1,0.04
14384,Coastal,2022-05-18,25.18,710.38,5.14,0.04
14385,Coastal,2022-05-19,28.56,696.54,0.9,0.15
14386,Coastal,2022-05-20,26.79,684.97,4.88,0.16
14387,Coastal,2022-05-21,26.45,625.91,4.49,0.0
14388,Coastal,2022-05-22,27.18,733.83,3.23,0.14
14389,Coastal,2022-05-23,30.08,606.45,2.34,0.22
14390,Coastal,2022-05-24,26.06,736.92,5.03,0.23
14391,Coastal,2022-05-25,26.37,707.39,4.01,0.38
14392,Coastal,2022-05-26,29.42,784.32,4.57,0.45
14393,Coastal,2022-05-27,26.34,630.76,1.59,0.2
14394,Coastal,2022-05-28,25.47,770.55,5.04,0.13
14395,Coastal,2022-05-29,29.2,676.2,5.71,0.05
14396,Coastal,2022-05-30,27.17,648.8,4.06,0.03
14397,Coastal,2022-05-31,27.41,582.12,2.92,0.94
14398,Coastal,2022-06-01,26.69,677.53,4.9,0.59
14399,Coastal,2022-06-02,27.83,603.26,3.81,0.07
14400,Coastal,2022-06-03,28.2,634.54,5.51,0.02
14401,Coastal,2022-06-04,26.43,694.35,4.24,0.11
14402,Coastal,2022-06-05,23.52,625.04,0.98,0.0
14403,Coastal,2022-06-06,26.96,648.19,0.65,0.16
14404,Coastal,2022-06-07,25.53,739.17,3.1,0.01
14405,Coastal,2022-06-08,27.76,658.34,4.83,0.53
14406,Coastal,2022-06-09,24.1,554.18,3.4,0.41
14407,Coastal,2022-06-10,25.1,571.25,4.86,0.12
14408,Coastal,2022-06-11,22.6,610.08,3.12,0.03
14409,Coastal,2022-06-12,26.97,763.66,7.19,0.61
14410,Coastal,2022-06-13,27.69,482.24,3.81,0.34
14411,Coastal,2022-06-14,24.1,599.28,4.48,0.57
14412,Coastal,2022-06-15,24.52,688.25,2.63,0.41
14413,Coastal,2022-06-16,23.12,623.28,3.43,0.02
14414,Coastal,2022-06-17,23.15,558.52,4.79,0.19
14415,Coastal,2022-06-18,25.79,426.49,3.98,0.68
14416,Coastal,2022-06-19,23.23,679.92,0.0,0.03
14417,Coastal,2022-06-20,25.02,516.07,4.78,0.34
14418,Coastal,2022-06-21,23.87,472.6,4.94,0.09
14419,Coastal,2022-06-22,25.23,563.81,5.12,0.02
14420,Coastal,2022-06-23,22.77,652.8,5.67,0.61
14421,Coastal,2022-06-24,25.56,565.89,4.28,0.13
14422,Coastal,2022-06-25,26.97,499.19,7.6,0.0
14423,Coastal,2022-06-26,19.64,543.06,4.36,0.13
14424,Coastal,2022-06-27,22.69,527.54,0.55,0.21
14425,Coastal,2022-06-28,22.52,475.46,4.34,0.29
14426,Coastal,2022-06-29,21.1,513.13,5.68,0.02
14427,Coastal,2022-06-30,23.17,436.64,1.93,0.42
14428,Coastal,2022-07-01,24.43,418.3,3.59,0.04
14429,Coastal,2022-07-02,18.06,536.46,5.82,0.21
14430,Coastal,2022-07-03,17.74,455.54,3.15,0.16
14431,Coastal,2022-07-04,24.98,479.88,3.65,0.42
14432,Coastal,2022-07-05,21.02,415.03,5.18,0.01
14433,Coastal,2022-07-06,21.5,426.28,2.09,0.04
14434,Coastal,2022-07-07,19.02,427.83,3.99,0.03
14435,Coastal,2022-07-08,21.07,414.39,2.56,0.08
14436,Coastal,2022-07-09,23.55,423.47,3.62,0.08
14437,Coastal,2022-07-10,21.64,466.95,4.38,0.02
14438,Coastal,2022-07-11,20.86,557.27,5.62,0.14
14439,Coastal,2022-07-12,16.76,501.87,4.51,0.02
14440,Coastal,2022-07-13,21.62,409.18,3.2,0.02
14441,Coastal,2022-07-14,19.99,380.3,5.85,0.01
14442,Coastal,2022-07-15,18.58,283.57,4.99,2.65
14443,Coastal,2022-07-16,20.92,367.05,1.16,0.1
14444,Coastal,2022-07-17,17.77,328.06,5.34,0.07
14445,Coastal,2022-07-18,20.43,415.35,4.19,0.66
14446,Coastal,2022-07-19,21.57,539.55,4.05,0.03
14447,Coastal,2022-07-20,19.29,369.56,5.9,0.1
14448,Coastal,2022-07-21,17.97,280.1,3.82,0.21
14449,Coastal,2022-07-22,17.51,375.81,5.48,0.07
14450,Coastal,2022-07-23,19.26,351.42,6.06,2.58
14451,Coastal,2022-07-24,17.47,482.81,4.25,0.03
14452,Coastal,2022-07-25,22.91,226.41,4.85,0.13
14453,Coastal,2022-07-26,15.19,293.17,5.23,1.08
14454,Coastal,2022-07-27,17.61,428.72,4.9,0.5
14455,Coastal,2022-07-28,18.26,237.66,5.55,0.51
14456,Coastal,2022-07-29,17.87,404.56,2.67,0.28
14457,Coastal,2022-07-30,16.29,300.89,3.29,0.57
14458,Coastal,2022-07-31,19.72,431.73,2.38,0.08
14459,Coastal,2022-08-01,18.44,341.26,6.82,0.45
14460,Coastal,2022-08-02,18.44,328.01,1.79,0.02
14461,Coastal,2022-08-03,15.48,384.33,6.3,0.04
14462,Coastal,2022-08-04,15.87,333.65,5.05,0.02
14463,Coastal,2022-08-05,17.51,228.98,3.05,0.07
14464,Coastal,2022-08-06,14.19,282.0,2.47,0.41
14465,Coastal,2022-08-07,17.59,189.34,4.35,0.03
14466,Coastal,2022-08-08,15.92,246.27,4.09,0.25
14467,Coastal,2022-08-09,18.11,140.27,5.04,0.05
14468,Coastal,2022-08-10,15.0,494.44,1.17,0.06
14469,Coastal,2022-08-11,19.35,301.35,4.21,0.0
14470,Coastal,2022-08-12,16.41,342.23,3.2,0.11
14471,Coastal,2022-08-13,16.5,228.95,6.45,0.75
14472,Coastal,2022-08-14,13.95,334.07,5.17,0.12
14473,Coastal,2022-08-15,15.72,350.23,3.82,0.34
14474,Coastal,2022-08-16,14.0,359.6,6.74,0.17
14475,Coastal,2022-08-17,11.89,274.52,3.98,0.0
14476,Coastal,2022-08-18,14.47,358.87,4.5,0.88
14477,Coastal,2022-08-19,17.07,225.59,5.09,0.59
14478,Coastal,2022-08-20,14.5,300.77,6.07,0.16
14479,Coastal,2022-08-21,13.93,271.4,4.75,0.15
14480,Coastal,2022-08-22,13.8,170.29,6.89,1.11
14481,Coastal,2022-08-23,18.79,114.76,4.19,0.41
14482,Coastal,2022-08-24,15.42,234.14,3.35,0.83
14483,Coastal,2022-08-25,10.93,231.41,7.23,0.1
